game_index,ai_color,result,plies,sf_depth,ai_depth,ai_nodes,ai_time_ms,ai_nps,tt_probes,tt_hits,tt_hit_rate,tt_stores,beta_cutoffs,first_move_cutoffs,avg_branch,killer_uses,history_uses,ai_moves,sf_time_ms,game_wall_ms,did_castle,did_en_passant,did_promotion
12,black,Draw (Three-Fold Repetetion),95,4,4,51274,358053.1,143,51274,5175,10.1,46211,44471,33765,33.64,7269,7520,47,56.4,358147.3,True,False,False
13,white,Draw (Three-Fold Repetetion),206,4,4,86255,612265.3,141,86255,8431,9.8,78070,71948,49004,37.95,10128,10513,103,108.4,612444.9,True,False,True
14,black,Draw (Three-Fold Repetetion),140,4,4,146870,943614.0,156,146870,23459,16.0,124081,126095,77539,37.89,14785,15718,70,93.2,943757.0,True,False,False
15,white,Draw (Three-Fold Repetetion),105,4,4,87558,483826.6,181,87558,13516,15.4,74387,76447,52890,28.65,8048,8275,53,65.7,483936.5,False,False,False
16,black,Draw (Three-Fold Repetetion),264,4,4,108474,706247.8,154,108474,14290,13.2,94524,89017,63144,30.86,9818,10313,132,170.8,706525.0,True,False,True
17,white,Draw (Three-Fold Repetetion),219,4,4,94605,739821.2,128,94605,10727,11.3,84130,77745,54130,27.10,14550,15241,110,177.2,740097.8,False,False,False
18,black,Draw (Three-Fold Repetetion),53,4,4,43659,368613.7,118,43659,4162,9.5,39616,37200,26841,34.31,14630,15080,26,44.2,368684.3,True,False,False
19,white,Draw (Three-Fold Repetetion),73,4,4,81363,469414.2,173,81363,8769,10.8,72748,71971,54435,33.88,3447,3642,37,49.3,469493.9,True,False,False
20,black,Draw (Three-Fold Repetetion),87,4,4,79817,595170.9,134,79817,10463,13.1,69687,68598,46842,39.99,3445,3568,43,75.8,595290.2,False,False,False
21,white,Draw (Three-Fold Repetetion),66,4,4,67094,530508.9,126,67094,6155,9.2,61084,59040,46075,36.27,7777,8021,33,35.0,530570.6,False,False,False
22,black,Draw (Three-Fold Repetetion),68,4,4,80461,486758.5,165,80461,10539,13.1,70212,72032,49409,39.39,4124,4217,34,57.6,486842.5,True,False,False
23,white,Draw (Three-Fold Repetetion),238,4,4,128867,737857.1,175,128867,17183,13.3,111969,108974,82344,27.91,11821,12446,119,233.7,738166.2,True,False,True
24,black,Draw (Three-Fold Repetetion),85,4,4,93974,587375.1,160,93974,12829,13.7,81354,82292,58328,36.47,8845,9252,42,52.5,587458.5,True,False,False
25,white,Draw (Three-Fold Repetetion),105,4,4,125814,686685.9,183,125814,18910,15.0,107245,112826,81649,33.52,15794,16322,53,79.6,686802.7,True,False,False
26,black,ai,108,4,4,50378,228479.7,220,50378,6171,12.2,44158,43715,34452,23.68,17222,17987,54,66.4,228581.7,False,False,True
27,white,stockfish,62,4,4,40365,387579.2,104,40365,3145,7.8,37271,35416,28665,32.09,3521,3601,31,62.9,387673.9,True,False,False
28,black,Draw (Three-Fold Repetetion),190,4,4,95622,896739.8,107,95622,8781,9.2,87078,78463,58283,36.65,14444,14951,95,146.6,896970.8,True,False,False
29,white,stockfish,108,4,4,36892,321097.2,115,36892,3093,8.4,33843,30269,23528,30.48,5756,5884,54,97.4,321243.8,False,False,True
30,black,Draw (Three-Fold Repetetion),68,4,4,76358,751886.2,102,76358,5870,7.7,70941,65634,49337,43.29,4297,4461,34,49.8,751970.8,True,False,False
31,white,ai,75,4,4,80571,498737.6,162,80571,8901,11.0,71847,71159,52064,37.23,3329,3473,38,63.3,498832.0,False,False,False
32,black,Draw (Three-Fold Repetetion),92,4,4,103670,653384.9,159,103670,14749,14.2,89178,91436,61305,33.50,20538,21141,46,93.8,653521.1,True,False,False
33,white,Draw (Three-Fold Repetetion),90,4,4,85660,566204.1,151,85660,10265,12.0,75508,74536,54947,38.27,7260,7517,45,69.8,566309.0,True,False,False
34,black,stockfish,99,4,4,65710,449594.2,146,65710,7648,11.6,58211,56309,41585,30.32,12128,12893,49,107.5,449740.4,True,False,False
35,white,Draw (Three-Fold Repetetion),52,4,4,60080,430328.0,140,60080,8454,14.1,51827,52787,35619,35.87,3304,3410,26,28.8,430378.3,False,False,False
36,black,Draw (Three-Fold Repetetion),80,4,4,60725,285328.7,213,60725,8382,13.8,52539,52830,34426,32.87,8540,8914,40,76.2,285433.0,True,False,True
37,white,stockfish,74,4,4,43232,296386.0,146,43232,5004,11.6,38252,38367,30014,35.34,3975,4063,37,62.8,296477.7,True,False,False
38,black,Draw (Three-Fold Repetetion),73,4,4,71556,540794.3,132,71556,9302,13.0,62602,63167,45809,37.77,13233,13498,36,92.7,540927.6,True,False,False
39,white,stockfish,118,4,4,74359,523221.6,142,74359,7879,10.6,66609,63385,48337,32.11,11113,11551,59,146.3,523423.7,False,False,True
40,black,stockfish,113,4,4,66739,451790.7,148,66739,8424,12.6,58458,59315,43037,36.99,4980,5110,56,110.8,451959.6,False,False,True
41,white,stockfish,66,4,4,66533,473228.4,141,66533,7973,12.0,58603,58771,42222,33.82,10023,10254,33,56.5,473313.5,False,False,False
42,black,Draw (Three-Fold Repetetion),140,4,4,90296,576439.6,157,90296,12454,13.8,78112,75795,51197,34.34,13407,13971,70,144.6,576641.6,False,False,False
43,white,Draw (Three-Fold Repetetion),113,4,4,74618,462548.8,161,74618,8215,11.0,66590,64329,48347,30.41,6169,6425,57,117.1,462708.5,True,False,False
44,black,Draw (Three-Fold Repetetion),128,4,4,71635,437173.4,164,71635,8924,12.5,62911,62970,45836,35.59,5777,6003,64,71.6,437288.3,False,False,False
45,white,Draw (Three-Fold Repetetion),67,4,4,84515,553510.7,153,84515,7489,8.9,77134,75834,58235,37.06,15565,15857,34,67.9,553609.0,True,False,False
46,black,stockfish,133,4,4,98199,537114.3,183,98199,10619,10.8,87846,83323,59156,35.51,10285,10891,66,146.4,537311.0,True,False,True
47,white,Draw (Three-Fold Repetetion),100,4,4,67838,461227.5,147,67838,6117,9.0,61899,58917,45103,31.28,6156,6260,50,81.4,461345.8,True,False,False
48,black,Draw (Three-Fold Repetetion),76,4,4,56592,439641.0,129,56592,5589,9.9,51140,48161,35532,39.21,1905,1986,38,62.9,439736.4,False,False,False
49,white,Draw (Three-Fold Repetetion),56,4,4,64514,489974.5,132,64514,5588,8.7,58953,57841,45701,33.19,3933,4102,28,44.1,490047.5,False,False,False
50,black,Draw (Three-Fold Repetetion),173,4,4,101135,653835.8,155,101135,14770,14.6,86590,85307,57253,36.01,7664,8090,86,192.9,654094.2,False,False,True
