game_index,ai_color,result,plies,sf_depth,ai_depth,ai_nodes,ai_time_ms,ai_nps,tt_probes,tt_hits,tt_hit_rate,tt_stores,beta_cutoffs,first_move_cutoffs,avg_branch,killer_uses,history_uses,ai_moves,sf_time_ms,game_wall_ms,did_castle,did_en_passant,did_promotion
23,white,Draw (Three-Fold Repetetion),125,2,2,1647,12468.8,132,1647,0,0,1646,1328,998,32.78,202,203,63,30.4,12538.4,TRUE,FALSE,FALSE
24,black,Draw (Three-Fold Repetetion),64,2,2,869,7279.2,119,869,0,0,865,723,564,36.5,139,139,32,17.7,7319.2,FALSE,FALSE,FALSE
25,white,Draw (Three-Fold Repetetion),46,2,2,653,5047.3,129,653,0,0,647,543,429,40.46,86,87,23,10.7,5072.3,TRUE,FALSE,FALSE
26,black,stockfish,89,2,2,1420,9136.7,155,1420,0,0,1420,1213,662,41.53,142,142,44,23,9186.3,TRUE,FALSE,FALSE
27,white,ai,109,2,2,1945,11015.2,177,1945,0,0,1943,1711,1542,14.65,856,866,55,27.5,11081.4,TRUE,TRUE,FALSE
28,black,stockfish,25,2,2,243,1295.7,188,243,0,0,239,206,149,26.59,66,66,12,8.2,1311.9,FALSE,FALSE,FALSE
29,white,stockfish,140,2,2,1719,15753.4,109,1719,0,0,1719,1432,979,36.33,161,163,70,40.6,15848.2,TRUE,FALSE,TRUE
30,black,Draw (Three-Fold Repetetion),91,2,2,1344,12859.4,105,1344,0,0,1344,1147,938,40.83,4,4,45,29.2,12925.8,TRUE,FALSE,FALSE
31,white,Draw (Three-Fold Repetetion),125,2,2,1791,17816.7,101,1791,0,0,1790,1505,1017,38.6,289,290,63,38.5,17911.1,TRUE,FALSE,FALSE
32,black,stockfish,65,2,2,983,9459.5,104,983,0,0,982,843,646,40.13,215,215,32,23.1,9508.5,TRUE,FALSE,FALSE
33,white,stockfish,62,2,2,835,7854.7,106,835,0,0,835,699,449,35.23,4,4,31,21.1,7900,TRUE,FALSE,FALSE
34,black,stockfish,31,2,2,222,2174.3,102,222,0,0,222,192,133,32.45,0,0,15,9.2,2196.6,FALSE,FALSE,FALSE
35,white,Draw (Three-Fold Repetetion),86,2,2,1202,12174.4,99,1202,0,0,1202,1031,662,40.26,80,80,43,29.6,12240.7,TRUE,FALSE,FALSE
36,black,Draw (Three-Fold Repetetion),53,2,2,794,7680.7,103,794,0,0,794,668,516,41.28,14,14,26,17.2,7718.6,FALSE,FALSE,FALSE
37,white,stockfish,42,2,2,653,5483.9,119,653,0,0,653,559,502,39.08,22,22,21,14.1,5514.8,TRUE,FALSE,FALSE
38,black,Draw (Three-Fold Repetetion),49,2,2,673,7247.6,93,673,0,0,673,569,438,37.13,67,67,24,18.6,7288.3,TRUE,FALSE,FALSE
39,white,Draw (Three-Fold Repetetion),66,2,2,1173,10570.1,111,1173,0,0,1173,1010,521,38.99,131,132,33,25.6,10622.9,TRUE,FALSE,FALSE
40,black,ai,22,2,2,337,2244.1,150,337,0,0,336,295,283,39.15,62,62,11,6.6,2260.4,TRUE,FALSE,FALSE
41,white,Draw (Three-Fold Repetetion),53,2,2,872,8079.8,108,872,0,0,868,722,491,37.6,119,121,27,16.9,8117.3,FALSE,FALSE,FALSE
42,black,Draw (Three-Fold Repetetion),125,2,2,1311,10588.7,124,1311,0,0,1310,1020,732,32.89,153,153,62,36.7,10667.7,FALSE,FALSE,FALSE
43,white,Draw (Three-Fold Repetetion),78,2,2,1103,8878.8,124,1103,0,0,1103,892,711,29.06,341,341,39,22.3,8929.3,TRUE,FALSE,FALSE
44,black,Draw (Three-Fold Repetetion),98,2,2,1714,13745.5,125,1714,0,0,1713,1480,1155,36.41,285,285,49,26.6,13808.2,TRUE,FALSE,FALSE
45,white,Draw (Three-Fold Repetetion),89,2,2,1369,10146,135,1369,0,0,1363,1164,742,30.4,72,72,45,25.1,10200.1,TRUE,FALSE,FALSE
46,black,Draw (Three-Fold Repetetion),102,2,2,1286,12168.3,106,1286,0,0,1282,1054,839,32.9,118,118,51,34.8,12247.6,TRUE,FALSE,FALSE
47,white,Draw (Three-Fold Repetetion),89,2,2,1314,10424.3,126,1314,0,0,1308,1124,702,30.66,67,67,45,24.6,10479.5,TRUE,FALSE,FALSE
48,black,stockfish,41,2,2,642,5653.2,114,642,0,0,638,545,369,41.71,25,25,20,12.4,5682.4,TRUE,FALSE,TRUE
49,white,stockfish,102,2,2,1420,12618.2,113,1420,0,0,1420,1207,980,35.5,117,118,51,29.3,12683.6,TRUE,FALSE,FALSE
50,black,stockfish,41,2,2,566,5728.1,99,566,0,0,566,489,309,43.68,25,25,20,11.7,5755.6,TRUE,FALSE,TRUE
