game_index,ai_color,result,plies,sf_depth,ai_depth,ai_nodes,ai_time_ms,ai_nps,tt_probes,tt_hits,tt_hit_rate,tt_stores,beta_cutoffs,first_move_cutoffs,avg_branch,killer_uses,history_uses,ai_moves,sf_time_ms,game_wall_ms,did_castle,did_en_passant,did_promotion
22,black,stockfish,149,2,4,69810,504607.9,138,69810,7245,10.4,62698,59134,44070,30.74,5996,6233,74,66.7,504730.9,TRUE,FALSE,TRUE
23,white,Draw (Three-Fold Repetetion),158,2,4,121702,868280.6,140,121702,21061,17.3,100974,106549,74399,30.11,11711,12178,79,83.6,868430.3,TRUE,FALSE,FALSE
24,black,Draw (Three-Fold Repetetion),96,2,4,66889,510171.4,131,66889,7653,11.4,59429,57642,41540,31.93,14220,14662,48,39.8,510249.8,FALSE,FALSE,FALSE
25,white,Draw (Three-Fold Repetetion),108,2,4,65458,390884.9,167,65458,6121,9.4,59401,57206,45726,31.18,13068,13424,54,58,390976.7,TRUE,TRUE,FALSE
26,black,Draw (Three-Fold Repetetion),160,2,4,126590,902388.7,140,126590,11982,9.5,115010,106907,77338,34.9,27386,28185,80,74.1,902521.5,TRUE,FALSE,TRUE
27,white,stockfish,126,2,4,80927,436334.7,185,80927,12236,15.1,68827,69763,47719,29.57,11749,12065,63,41.3,436414.7,TRUE,FALSE,TRUE
28,black,Draw (Three-Fold Repetetion),37,2,4,30112,193083,156,30112,2381,7.9,27746,26028,19277,32.69,1691,1731,18,10.7,193105.1,TRUE,FALSE,FALSE
29,white,Draw (Three-Fold Repetetion),114,2,4,98716,552405.9,179,98716,9934,10.1,88892,87826,69154,32.68,8343,8669,57,36.3,552477.6,TRUE,TRUE,TRUE
30,black,Draw (Three-Fold Repetetion),181,2,4,80639,587736.7,137,80639,8511,10.6,72298,66211,45155,33.32,6292,6568,90,92.7,587898.5,TRUE,FALSE,TRUE
31,white,Draw (Three-Fold Repetetion),95,2,4,81135,584912.5,139,81135,10911,13.4,70364,72000,52366,36.55,12286,12554,48,46.4,584995.4,TRUE,FALSE,FALSE
32,black,Draw (Insufficient Material),163,2,4,106346,818830.2,130,106346,13865,13,92781,91538,62180,34.37,20902,21735,81,83.4,818980.6,TRUE,FALSE,TRUE
33,white,Draw (Three-Fold Repetetion),87,2,4,77358,554913,139,77358,8062,10.4,69451,67442,49345,36.86,5643,5811,44,47,554995.2,TRUE,FALSE,FALSE
34,black,stockfish,207,2,4,192699,1364972.5,141,192699,33937,17.6,159406,169228,109982,33.81,33083,34150,103,265.9,1365327.4,TRUE,FALSE,TRUE
35,white,stockfish,140,2,4,104685,632438.9,166,104685,12974,12.4,91919,91293,66989,32.85,26260,26868,70,74.2,632559.9,FALSE,FALSE,TRUE
36,black,Draw (Three-Fold Repetetion),119,2,4,80888,534161,151,80888,7513,9.3,73553,69037,46969,33,8300,8697,59,63.9,534269.7,TRUE,FALSE,FALSE
37,white,Draw (Three-Fold Repetetion),82,2,4,81262,583752.6,139,81262,7403,9.1,73969,69426,50481,37.94,8804,9154,41,49.2,583834.8,TRUE,FALSE,FALSE
38,black,Draw (Three-Fold Repetetion),155,2,4,77121,599248.5,129,77121,6568,8.5,70921,62974,44626,34.84,7341,7640,77,82.1,599385.4,TRUE,FALSE,TRUE
39,white,Draw (Three-Fold Repetetion),73,2,4,79820,577432.9,138,79820,7661,9.6,72259,70801,52621,38.16,2608,2671,37,33.9,577495.4,TRUE,FALSE,FALSE
40,black,ai,78,2,4,101665,635608.3,160,101665,11275,11.1,90594,90055,65812,35.48,17928,18279,39,43,635679.4,TRUE,FALSE,FALSE
41,white,Draw (Three-Fold Repetetion),168,2,4,98813,686576.3,144,98813,11049,11.2,87782,82651,61186,39.29,8896,9393,84,101.2,686735.9,TRUE,FALSE,TRUE
42,black,Draw (Three-Fold Repetetion),90,2,4,107750,716832.3,150,107750,11973,11.1,96154,93905,67437,35.02,18086,18553,45,46.5,716912.5,TRUE,FALSE,FALSE
43,white,stockfish,128,2,4,123231,770880,160,123231,12971,10.5,110528,106955,79492,37.44,22474,23159,64,61.8,770986.3,TRUE,FALSE,TRUE
44,black,Draw (Three-Fold Repetetion),146,2,4,78243,468485.2,167,78243,8056,10.3,70619,65925,46899,37.08,5431,5698,73,55.8,468584.5,TRUE,FALSE,FALSE
45,white,stockfish,128,2,4,84517,619609.7,136,84517,8579,10.2,76143,72360,51846,35.94,5982,6243,64,75.2,619731.8,FALSE,FALSE,TRUE
46,black,Draw (Three-Fold Repetetion),65,2,4,42499,207485.1,205,42499,5269,12.4,37351,37395,27208,31.47,6595,6790,32,21.4,207525.1,TRUE,FALSE,FALSE
47,white,Draw (Three-Fold Repetetion),68,2,4,62000,306023.2,203,62000,9312,15,52754,54884,39758,30.11,9428,9681,34,23.5,306069.4,TRUE,FALSE,FALSE
48,black,Draw (Three-Fold Repetetion),92,2,4,81012,520222,156,81012,9863,12.2,71621,71939,49519,39.23,2068,2163,46,75,520331.9,FALSE,FALSE,FALSE
49,white,Draw (Three-Fold Repetetion),68,2,4,56422,321340.1,176,56422,8665,15.4,47820,49943,36035,30.78,8737,8942,34,28.2,321395.7,TRUE,FALSE,FALSE
50,black,stockfish,221,2,4,68751,423524.1,162,68751,8173,11.9,60848,55394,40195,25.39,12736,13477,110,241.2,423841.8,TRUE,FALSE,TRUE
